source,sample_count,measurement_valid_samples,frame_valid_samples,coherent_measurement_samples,position_valid_samples,helper_error_mean,helper_error_rms,helper_error_max_abs,fraction_abs_error_le_200,fraction_outside_actual_helper_threshold,locked_bit_transitions,lock_count_increases,lock_count_decreases,duplicate_epochs,generation_changes,max_continuous_full_chain_ms,full_chain_freshness_unknown,strict_step5_pass
C:\Users\zenbook\我的雲端硬碟\碩士班研究資料\04_WR\docs\experiments\exp-step5-softpll-lock\EXP-S5-F4B-ARBITRATION-CONTROL-20260915\raw-transfer\extracted\raw\f4b-control-observer-smoke-120.log,120,120,120,120,90,-0.7333333333333333,105.00571413023198,239.0,0.9416666666666667,0.0,0,0,0,0,0,0,True,False
C:\Users\zenbook\我的雲端硬碟\碩士班研究資料\04_WR\docs\experiments\exp-step5-softpll-lock\EXP-S5-F4B-ARBITRATION-CONTROL-20260915\raw-transfer\extracted\raw\f4b-control-observer-long-6000.log,6000,6000,5949,6000,4766,-0.18183333333333335,107.58921646707908,466.0,0.9368333333333333,0.0,0,0,0,0,0,0,True,False
