role,board,sample,timestamp_ms,read_valid,si_config_done,wr_ready,wr_rx_ready,wr_tx_ready,core_tm_link_up,core_link_ok,wr_rx_locked_to_data,cpu_reset_n,link_good,link_gate_streak,link_gate_pass,link_gate_pass_ms,ptp_state,pd_state,ext_state,wr_state_value,wr_tx_id,wr_disable_valid,wr_disable_cause,wr_failure_reason,lock_polls,lock_unlocked,lock_calib_fail,lock_enable,lock_success_count,spll_seq_state,pstat_locked,helper_locked,main_enabled,main_locked,main_freq_locked,main_phase_locked,boot_generation,cpu_reset_count,wr_core_reset_count,si_config_drop_count,slock_stage,slock_remaining_ms,first_slock_ms,first_success_ms,first_exit_ms,first_failure_ms,pass_ready,failure_seen,failure_class,post_event_samples,stop_candidate,same_reset_as_previous,timestamp_gap_ms
MASTER,DE5 [1-11.1],0,0,1,1,1,1,1,0,0,1,1,0,0,0,-1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,732,0,-1,-1,-1,-1,0,0,NONE,0,NONE,0,
MASTER,DE5 [1-11.1],1,692,1,1,1,1,1,0,0,1,1,0,0,0,-1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,734,0,-1,-1,-1,-1,0,0,NONE,0,NONE,1,692
MASTER,DE5 [1-11.1],2,1393,1,1,1,1,1,0,0,1,1,0,0,0,-1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,734,0,-1,-1,-1,-1,0,0,NONE,0,NONE,1,701
MASTER,DE5 [1-11.1],3,2094,1,1,1,1,1,0,0,1,1,0,0,0,-1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,734,0,-1,-1,-1,-1,0,0,NONE,0,NONE,1,701
MASTER,DE5 [1-11.1],4,2797,1,1,1,1,1,0,0,1,1,0,0,0,-1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,734,0,-1,-1,-1,-1,0,0,NONE,0,NONE,1,703
