source,sample_count,measurement_valid_samples,frame_valid_samples,coherent_measurement_samples,position_valid_samples,helper_error_mean,helper_error_rms,helper_error_max_abs,fraction_abs_error_le_200,fraction_outside_actual_helper_threshold,locked_bit_transitions,lock_count_increases,lock_count_decreases,duplicate_epochs,generation_changes,max_continuous_full_chain_ms,full_chain_freshness_unknown,strict_step5_pass
docs\experiments\exp-step5-softpll-lock\EXP-S5-F4A-CONTROL-RESTORE-MAIN-PI-UPSTREAM-20260915\raw\observer-smoke-120.log,120,120,120,120,96,48.34166666666667,1031.5685669568131,3331.0,0.225,0.041666666666666664,12,11,0,0,0,0,True,False
