BOARD,FROM_DOMAIN,TO_DOMAIN,HOST_END_MS,FROM_HOST_END_MS,MAIN_PUBLICATION_EPOCH,MAIN_SAMPLE_N,MAIN_FREQ_ERROR,PI_X_CLASSIFICATION
DE5 [1-11.2],PHASE,FREQUENCY,1789536521852,1789536520384,462,180640,52,FREQUENCY_CONTEXT_OBSERVED
DE5 [1-11.2],FREQUENCY,PHASE,1789536524206,1789536521852,464,187872,50,PHASE_CONTEXT_OBSERVED
DE5 [1-11.2],PHASE,FREQUENCY,1789536537498,1789536535085,478,238459,47,FREQUENCY_CONTEXT_OBSERVED
DE5 [1-11.2],FREQUENCY,PHASE,1789536538975,1789536537498,480,245684,53,PHASE_CONTEXT_OBSERVED
DE5 [1-11.2],PHASE,FREQUENCY,1789536547489,1789536545088,488,274592,51,FREQUENCY_CONTEXT_OBSERVED
DE5 [1-11.2],FREQUENCY,PHASE,1789536548705,1789536547489,490,281818,51,PHASE_CONTEXT_OBSERVED
DE5 [1-11.2],PHASE,FREQUENCY,1789536571310,1789536569905,514,368538,45,FREQUENCY_CONTEXT_OBSERVED
DE5 [1-11.2],FREQUENCY,PHASE,1789536573783,1789536571310,516,375769,58,PHASE_CONTEXT_OBSERVED
