ROLE,BOARD,CYCLE,HOST_START_MS,HOST_END_MS,ELAPSED_MS,CONTEXT_DURATION_MS,HELPER_ATTEMPTS,HELPER_CORE_VALID,HELPER_UPDATE_COUNT,HELPER_STATE_VALID,HELPER_LOCKED,HELPER_LOCK_COUNT,POSITION_VALID,HELPER_RESIDUAL_PRESENT,HELPER_TARGET_CODE,HELPER_APPLIED_CODE,HELPER_NORMAL_REQUEST,HELPER_NORMAL_COMPLETED,HELPER_BOOTSTRAP_DONE,MAIN_PRODUCER_VALID,MAIN_UPDATE_ID,MAIN_UPDATE_ADVANCED,MAIN_BRANCH_ID,WR_CORE_VALID,PHY_LINK_USABLE,PSTAT_LOCKED,TERMINAL,SERVICE_READ,STOP_REASON
SLAVE,DE5 [1-11.2],1,1789549610857,1789549613517,2661,2660,2,1,4687,1,0,16,1,1,65531,65541,1024,1024,1,0,,0,,1,1,0,0,1,NONE
SLAVE,DE5 [1-11.2],2,1789549613712,1789549616329,5473,2617,1,1,15348,1,0,16,1,1,65531,65541,1024,1024,1,0,,0,,1,1,0,0,0,NONE
SLAVE,DE5 [1-11.2],3,1789549616429,1789549617181,6325,752,2,1,26014,1,1,1000,1,1,58603,58629,1200,1200,1,1,281,0,1,1,1,0,0,1,NONE
SLAVE,DE5 [1-11.2],4,1789549617373,1789549618053,7197,680,1,1,29447,1,1,1000,1,1,58659,58693,1279,1277,1,1,281,0,1,1,1,0,0,0,NONE
SLAVE,DE5 [1-11.2],5,1789549618154,1789549618903,8047,749,2,1,32498,1,1,1000,1,1,58912,58885,1390,1390,1,1,7397,1,1,1,1,0,0,0,NONE
SLAVE,DE5 [1-11.2],6,1789549619004,1789549619685,8829,681,1,1,35550,1,1,1000,1,1,58986,59013,1496,1496,1,1,7397,0,1,1,1,0,0,0,NONE
SLAVE,DE5 [1-11.2],7,1789549619786,1789549620854,9998,1068,1,1,38602,1,1,1000,1,1,59071,59077,1559,1559,1,1,14573,1,1,1,1,0,0,1,NONE
