source,sample_count,measurement_valid_samples,frame_valid_samples,coherent_measurement_samples,position_valid_samples,helper_error_mean,helper_error_rms,helper_error_max_abs,fraction_abs_error_le_200,fraction_outside_actual_helper_threshold,locked_bit_transitions,lock_count_increases,lock_count_decreases,duplicate_epochs,generation_changes,max_continuous_full_chain_ms,full_chain_freshness_unknown,strict_step5_pass
docs\experiments\exp-step5-softpll-lock\EXP-S5-F3A-GUARD8S-BOOTSTRAP3388-KP2250-KI2-20260915\raw\observer-long-6000.log,6000,6000,5916,6000,4677,12.562333333333333,890.56803745325,5441.0,0.40066666666666667,0.045,485,450,25,0,0,0,True,False
