source,sample_count,measurement_valid_samples,frame_valid_samples,coherent_measurement_samples,position_valid_samples,helper_error_mean,helper_error_rms,helper_error_max_abs,fraction_abs_error_le_200,fraction_outside_actual_helper_threshold,locked_bit_transitions,lock_count_increases,lock_count_decreases,duplicate_epochs,generation_changes,max_continuous_full_chain_ms,full_chain_freshness_unknown,strict_step5_pass
docs\experiments\exp-step5-softpll-lock\EXP-S5-F4A-CONTROL-RESTORE-MAIN-PI-UPSTREAM-20260915\raw\observer-long-6000.log,6000,6000,5934,6000,4639,1.7468333333333332,929.1974443034161,5891.0,0.37783333333333335,0.046,498,452,32,0,0,0,True,False
